ruc,nombre,tipo,provincia,expediente,posicion_general,ingresos_ventas,ingresos_totales,activos,patrimonio,utilidad_neta,n_empleados,cod_segmento,ciiu_n1,ciiu_n6,ciiu_n1_desc,ciiu_n6_desc
0992499907001,CRETAR S.A.,ANÓNIMA,GUAYAS,126168,2625,13730162.71,13730162.71,7059138.28,3378370.89,1014272.73,9.00,4,A,A0150.00,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN MIXTA DE CULTIVOS Y ANIMALES SIN ESPECIALIZACIÓN EN NINGUNA DE LAS ACTIVIDADES. EL TAMAÑO DEL CONJUNTO DE LA EXPLOTACIÓN AGRÍCOLA NO ES UN FACTOR DETERMINANTE. SI EL CULTIVO DE PRODUCTOS AGRÍCOLAS O LA CRÍA DE ANIMALES REPRESENTAN EN UNA UNIDAD DETERMINADA UNA PROPORCIÓN IGUAL O SUPERIOR AL 66% DE LOS MÁRGENES BRUTOS CORRIENTES, LA ACTIVIDAD MIXTA NO DEBE CLASIFICARSE EN ESTA CLASE, SINO ENTRE LOS CULTIVOS O LAS ACTIVIDADES DE CRÍA DE ANIMALES."
1792309905001,ADISTECTECH S.A.,ANÓNIMA,PICHINCHA,138364,2628,14431673.02,14729030.58,7633569.30,472098.82,-364072.87,30.00,4,G,G4651.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE COMPUTADORAS Y EQUIPO PERIFÉRICO.
0190341003001,INDUSTRIAS TECNOLOGICAS ALVAREZ INTAL CIA. LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,33927,2631,7005625.31,7039724.62,12397784.07,5015750.75,270544.05,71.00,4,C,C2512.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES SIMILARES DE METAL, DEL TIPO HABITUALMENTE UTILIZADO PARA ALMACENAMIENTO Y ELABORACIÓN."
1790951626001,"FLORASINTESIS, FRAGANCIAS Y AROMAS C. LTDA.",RESPONSABILIDAD LIMITADA,PICHINCHA,18426,2633,10534063.10,10611206.37,9585596.79,4072314.73,310118.78,149.00,4,C,C2029.11,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE GRASAS Y ACEITES MODIFICADOS QUÍMICAMENTE; ACEITES ESENCIALES; RESINOIDES, AGUAS DESTILADAS AROMÁTICAS; FABRICACIÓN DE MEZCLAS DE PRODUCTOS ODORÍFEROS PARA LA ELABORACIÓN DE PERFUMES O ALIMENTOS; FABRICACIÓN DE EXTRACTOS DE PRODUCTOS AROMÁTICOS NATURALES."
1790021203001,FOSFORERA ECUATORIANA SA,ANÓNIMA,PICHINCHA,550,2634,11753883.78,11762441.43,8525692.94,3968173.34,2737448.22,80.00,4,C,C2029.91,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS, INCLUIDOS CÁPSULAS FULMINANTES, DETONADORES, BENGALAS DE SEÑALES Y ARTÍCULOS SIMILARES, PÓLVORAS PROPULSORAS, CERILLAS (FÓSFOROS)."
0992962224001,DATA TOOLS S.A.S.,SUCURSAL  EXTRANJERA,GUAYAS,706838,2636,14181596.52,14186161.18,6649633.58,3154491.04,1825605.24,140.00,4,J,J6201.01,INFORMACIÓN Y COMUNICACIÓN.,"ACTIVIDADES DE DISEÑO DE LA ESTRUCTURA Y EL CONTENIDO DE LOS ELEMENTOS SIGUIENTES (Y/O ESCRITURA DEL CÓDIGO INFORMÁTICO NECESARIO PARA SU CREACIÓN Y APLICACIÓN): PROGRAMAS DE SISTEMAS OPERATIVOS (INCLUIDAS ACTUALIZACIONES Y PARCHES DE CORRECCIÓN), APLICACIONES INFORMÁTICAS (INCLUIDAS ACTUALIZACIONES Y PARCHES DE CORRECCIÓN), BASES DE DATOS Y PÁGINAS WEB."
0992712422001,TASSOTELI S.A.,ANÓNIMA,GUAYAS,138760,2637,2151239.30,2902943.30,17886387.73,2223566.22,985482.45,5.00,3,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
1791768205001,ERAZO CONSTRUCTORES S.A,ANÓNIMA,PICHINCHA,90360,2639,9587739.58,9663581.98,10295520.85,4153744.47,209676.22,489.00,4,M,M7110.22,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ACTIVIDADES DE DISEÑO DE INGENIERÍA Y CONSULTORÍA DE INGENIERÍA PARA PROYECTOS DE INGENIERÍA CIVIL, HIDRÁULICA Y DE TRÁFICO."
1790994708001,ROYALTEX S.A.,ANÓNIMA,PICHINCHA,46561,2640,11471085.12,11711365.17,8054012.79,5399974.91,584305.99,282.00,4,C,C1410.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO O CUERO REGENERADO, INCLUIDOS ACCESORIOS DE TRABAJO DE CUERO COMO: MANDILES PARA SOLDADORES, ROPA DE TRABAJO, ETCÉTERA."
1791712374001,TRUJILLO DUQUE E HIJOS CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,88419,2642,17611215.40,17611215.40,4450071.44,776289.27,310322.28,85.00,4,G,G4752.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA: MARTILLOS, SIERRAS, DESTORNILLADORES Y PEQUEÑAS HERRAMIENTAS EN GENERAL, EQUIPO Y MATERIALES DE PREFABRICADOS PARA ARMADO CASERO (EQUIPO DE BRICOLAJE); ALAMBRES Y CABLES ELÉCTRICOS, CERRADURAS, MONTAJES Y ADORNOS, EXTINTORES, SEGADORAS DE CÉSPED DE CUALQUIER TIPO, ETCÉTERA EN ESTABLECIMIENTOS ESPECIALIZADOS."
0992208341001,EROLCORP S.A.,ANÓNIMA,GUAYAS,105250,2643,9146632.49,9146632.49,9284986.11,7353998.45,576901.58,34.00,4,C,C1073.11,INDUSTRIAS MANUFACTURERAS.,"ELABORACIÓN DE CACAO, MANTECA, GRASA Y ACEITE DE CACAO."
0993205214001,MF BANEXPORT GROBANDELI S.A.,ANÓNIMA,GUAYAS,314332,2644,18533672.33,18683211.93,3545296.62,878986.56,69154.49,11.00,4,G,G4630.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE BANANO Y PLÁTANO.
1791804619001,CYFOIL CIA. LTDA,RESPONSABILIDAD LIMITADA,PICHINCHA,91704,2647,8738063.35,8783063.35,11358390.06,3263356.95,181020.70,197.00,4,C,C3320.01,INDUSTRIAS MANUFACTURERAS.,"SERVICIOS DE INSTALACIÓN DE MAQUINARIA INDUSTRIAL EN PLANTAS INDUSTRIALES, EQUIPO DE CONTROL DE PROCESOS INDUSTRIALES, ACTIVIDADES DE MECÁNICOS INSTALADORES, MONTAJE DE MÁQUINAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
1792232155001,PRIMEPRE S.A,ANÓNIMA,PICHINCHA,164264,2648,7690486.41,13802643.98,9849853.49,8990745.13,610.74,4.00,4,K,K6512.02,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,SERVICIOS DE SEGURO DE MEDICINA PRE PAGADA.
1791415701001,SERVICIOS EXEQUIALES PREVISIVOS INTEGRADOS SEPREVI CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,86647,2650,17957377.42,17960514.81,3534490.26,1946903.95,1646306.62,22.00,4,S,S9603.01,OTRAS ACTIVIDADES DE SERVICIOS.,"ACTIVIDADES DE SEPULTURA E INCINERACIÓN DE CADÁVERES HUMANOS O ANIMALES Y ACTIVIDADES CONEXAS: PREPARACIÓN DE LOS DESPOJOS PARA SU INHUMACIÓN O CREMACIÓN Y SERVICIOS DE EMBALSAMIENTO Y OTROS SERVICIOS DE POMPAS FÚNEBRES; PRESTACIÓN DE SERVICIOS DE INHUMACIÓN Y CREMACIÓN, ALQUILER DE LOCALES ESPECIALES EN FUNERARIAS."
0190055507001,ALMACEN JUAN MONTERO C. LTDA,RESPONSABILIDAD LIMITADA,AZUAY,30368,2651,14001715.63,14256605.83,6851322.07,2527769.13,106787.42,52.00,4,G,G4659.93,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE EQUIPO ELÉCTRICO COMO: MOTORES ELÉCTRICOS, TRANSFORMADORES, (INCLUYE BOMBAS PARA LÍQUIDOS),  CABLES, CONMUTADORES Y DE OTROS TIPOS DE EQUIPO DE INSTALACIÓN DE USO INDUSTRIAL."
0992346531001,EUFRATESINVEST S.A.,ANÓNIMA,GUAYAS,115149,2653,3329217.70,4093185.78,14057010.53,8218306.14,127568.58,22.00,3,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
0993220485001,FRIENDLY ORGANIC FOODS FFS S.A.,ANÓNIMA,GUAYAS,725244,2654,21434768.99,21434768.99,1012610.89,430199.78,121596.95,11.00,4,G,G4630.12,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS."
0992614935001,ARROCERA EL REY S.A. ARROREY,ANÓNIMA,GUAYAS,133969,2655,8502678.49,8503656.39,10484540.50,5607921.46,456269.71,38.00,4,G,G4630.91,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE ARROZ.
0992259280001,SERUVI S.A.,ANÓNIMA,GUAYAS,109077,2656,15607721.12,15620463.71,5659096.84,1848356.48,1637291.28,121.00,4,L,L6820.03,ACTIVIDADES INMOBILIARIAS.,ADMINISTRACIÓN DE BIENES INMUEBLES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
0992638125001,IMPORPARIS S.A.,ANÓNIMA,GUAYAS,135596,2658,7357905.58,7562037.01,11845738.07,4822647.58,277546.77,45.00,4,G,G4663.21,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES."
1792154693001,COMGSP INGENIERIA S.A.,ANÓNIMA,PICHINCHA,160948,2659,7359248.40,7359248.40,12389570.14,3537654.64,157237.91,31.00,4,M,M7110.21,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ACTIVIDADES DE DISEÑO DE INGENIERÍA (ES DECIR, APLICACIÓN DE LAS LEYES FÍSICAS Y DE LOS PRINCIPIOS DE INGENIERÍA AL DISEÑO DE MÁQUINAS, MATERIALES, INSTRUMENTOS, ESTRUCTURAS, PROCESOS Y SISTEMAS) Y ASESORÍA DE INGENIERÍA PARA MAQUINARÍA, PROCESOS Y PLANTAS INDUSTRIALES."
0992419121001,SOUTH ECUAMERIDIAN S.A.,ANÓNIMA,GUAYAS,120207,2660,6218748.84,6285593.98,13853010.39,2468664.49,2710.94,26.00,4,E,E3700.00,"DISTRIBUCIÓN DE AGUA ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.","ACTIVIDADES DE GESTIÓN DE SISTEMAS DE ALCANTARILLADO Y DE INSTALACIONES DE TRATAMIENTO DE AGUAS RESIDUALES; RECOLECCIÓN Y TRANSPORTE DE AGUAS RESIDUALES HUMANAS O INDUSTRIALES DE UNO O DIVERSOS USUARIOS, ASÍ COMO DE AGUA DE LLUVIA, POR MEDIO DE REDES DE ALCANTARILLADO, COLECTORES, TANQUES Y OTROS MEDIOS DE TRANSPORTE (CAMIONES CISTERNA DE RECOGIDA DE AGUAS NEGRAS, ETCÉTERA); VACIADO Y LIMPIEZA DE POZOS NEGROS Y FOSAS SÉPTICAS, FOSOS Y POZOS DE ALCANTARILLADOS; MANTENIMIENTO DE INODOROS DE ACCIÓN QUÍMICA; TRATAMIENTO DE AGUAS RESIDUALES (INCLUIDAS AGUAS RESIDUALES HUMANAS E INDUSTRIALES, AGUA DE PISCINAS, ETCÉTERA) MEDIANTE PROCESOS FÍSICOS, QUÍMICOS Y BIOLÓGICOS COMO LOS DE DILUCIÓN, CRIBADO, FILTRACIÓN, SEDIMENTACIÓN, ETCÉTERA; MANTENIMIENTO Y LIMPIEZA DE CLOACAS Y ALCANTARILLAS, INCLUIDO EL DESATASCO DE CLOACAS."
0992307676001,MARCAS LIDERES MARLID S.A.,ANÓNIMA,GUAYAS,112523,2661,17737160.66,17824309.71,4190242.57,652781.91,703755.01,2.00,4,G,G4782.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y MERCADOS."
1791242807001,FLORES Y FRUTAS FLORIFRUT S.A.,ANÓNIMA,PICHINCHA,47672,2664,7685478.42,7717991.60,11995970.27,3571420.72,40652.55,353.00,4,A,A0119.03,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","CULTIVO DE FLORES, INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS."
0190311198001,IMMEVI CIA. LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,32385,2665,9858186.88,9858186.88,9559883.32,4639672.18,125765.06,90.00,4,C,C3320.01,INDUSTRIAS MANUFACTURERAS.,"SERVICIOS DE INSTALACIÓN DE MAQUINARIA INDUSTRIAL EN PLANTAS INDUSTRIALES, EQUIPO DE CONTROL DE PROCESOS INDUSTRIALES, ACTIVIDADES DE MECÁNICOS INSTALADORES, MONTAJE DE MÁQUINAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
1791983971001,SOLBRIC LUBRICANTES Y SOLVENTES REPRESENTACIONES Y SERVICIOS CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,153306,2667,13072814.61,13098437.89,6996912.54,3776930.22,662774.80,47.00,4,G,G4730.02,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE PRODUCTOS LUBRICANTES Y REFRIGERANTES PARA VEHÍCULOS AUTOMOTORES EN ESTABLECIMIENTOS ESPECIALIZADOS.
0992844957001,BANANCITY S.A.,ANÓNIMA,GUAYAS,174589,2668,14397085.75,14426084.88,7003096.18,962502.11,396534.96,400.00,4,A,A0150.00,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN MIXTA DE CULTIVOS Y ANIMALES SIN ESPECIALIZACIÓN EN NINGUNA DE LAS ACTIVIDADES. EL TAMAÑO DEL CONJUNTO DE LA EXPLOTACIÓN AGRÍCOLA NO ES UN FACTOR DETERMINANTE. SI EL CULTIVO DE PRODUCTOS AGRÍCOLAS O LA CRÍA DE ANIMALES REPRESENTAN EN UNA UNIDAD DETERMINADA UNA PROPORCIÓN IGUAL O SUPERIOR AL 66% DE LOS MÁRGENES BRUTOS CORRIENTES, LA ACTIVIDAD MIXTA NO DEBE CLASIFICARSE EN ESTA CLASE, SINO ENTRE LOS CULTIVOS O LAS ACTIVIDADES DE CRÍA DE ANIMALES."
0993090484001,ECURIOLINDO S.A.,ANÓNIMA,GUAYAS,309916,2670,3640846.11,3640846.11,14126751.22,6990545.02,414730.46,61.00,3,A,A0150.00,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN MIXTA DE CULTIVOS Y ANIMALES SIN ESPECIALIZACIÓN EN NINGUNA DE LAS ACTIVIDADES. EL TAMAÑO DEL CONJUNTO DE LA EXPLOTACIÓN AGRÍCOLA NO ES UN FACTOR DETERMINANTE. SI EL CULTIVO DE PRODUCTOS AGRÍCOLAS O LA CRÍA DE ANIMALES REPRESENTAN EN UNA UNIDAD DETERMINADA UNA PROPORCIÓN IGUAL O SUPERIOR AL 66% DE LOS MÁRGENES BRUTOS CORRIENTES, LA ACTIVIDAD MIXTA NO DEBE CLASIFICARSE EN ESTA CLASE, SINO ENTRE LOS CULTIVOS O LAS ACTIVIDADES DE CRÍA DE ANIMALES."
0992243120001,MARVIL S.A.,ANÓNIMA,GUAYAS,107903,2675,13797583.57,13797583.57,7490351.02,918651.90,64794.76,2.00,4,G,G4661.03,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO."
1790930866001,ASERTEC S.A. AGENCIA ASESORA PRODUCTORA DE SEGUROS,ANÓNIMA,PICHINCHA,600201,2677,12736731.23,12852180.60,7387145.62,3372585.77,2140955.60,149.00,4,K,K6622.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS (INTERMEDIARIOS DE SEGUROS) QUE VENDEN, NEGOCIAN U OFERTAN CONTRATOS DE ANUALIDADES Y PÓLIZAS DE SEGUROS Y REASEGUROS."
0991511776001,COMPAÑIA ANONIMA PRACTICASA,ANÓNIMA,GUAYAS,84684,2678,6468214.29,6548505.84,10727833.92,8799712.57,704953.26,25.00,4,G,G4663.13,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN: PIEDRA, ARENA, GRAVA, CEMENTO, ETCÉTERA."
1792145589001,GASGREEN S.A.,ANÓNIMA,PICHINCHA,160483,2680,4077696.07,4231534.81,13879776.18,6483295.39,120908.79,16.00,3,M,M7110.21,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","ACTIVIDADES DE DISEÑO DE INGENIERÍA (ES DECIR, APLICACIÓN DE LAS LEYES FÍSICAS Y DE LOS PRINCIPIOS DE INGENIERÍA AL DISEÑO DE MÁQUINAS, MATERIALES, INSTRUMENTOS, ESTRUCTURAS, PROCESOS Y SISTEMAS) Y ASESORÍA DE INGENIERÍA PARA MAQUINARÍA, PROCESOS Y PLANTAS INDUSTRIALES."
0992698209001,CLEANSTAR S.A.,ANÓNIMA,GUAYAS,73855,2681,16170390.63,16181309.03,5189206.38,1191665.02,827411.11,1232.00,4,N,N8110.00,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,"PRESTACIÓN DE UNA COMBINACIÓN DE SERVICIOS DE APOYO EN LAS INSTALACIONES DE LOS CLIENTES, COMO LIMPIEZA GENERAL DE INTERIORES, MANTENIMIENTO, ELIMINACIÓN DE LA BASURAS, SEGURIDAD Y VIGILANCIA, ENVÍO DE CORREO, RECEPCIÓN, LAVANDERÍA Y SERVICIOS CONEXOS, A FIN DE FACILITAR EL FUNCIONAMIENTO DE LAS INSTALACIONES. LAS UNIDADES CLASIFICADAS EN ESTA CLASE PROPORCIONAN PERSONAL PARA LA REALIZACIÓN DE ESTAS ACTIVIDADES DE APOYO, PERO NO PARTICIPAN EN LAS ACTIVIDADES PRINCIPALES DE LOS CLIENTES NI SON RESPONSABLES DE ELLAS."
1791403916001,ENERGYPETROL S.A.,ANÓNIMA,PICHINCHA,86419,2682,8481895.39,8481895.39,10845945.39,4210859.33,198893.21,134.00,4,M,M7020.04,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","PRESTACIÓN DE ASESORAMIENTO Y AYUDA A LAS EMPRESAS Y LAS ADMINISTRACIONES PÚBLICAS EN MATERIA DE PLANIFICACIÓN, ORGANIZACIÓN, EFICIENCIA Y CONTROL, INFORMACIÓN ADMINISTRATIVA, ETCÉTERA."
0992287101001,TECH MAHINDRA-ECUADOR S.A.,ANÓNIMA,GUAYAS,111010,2683,10535981.20,10535981.20,8632318.35,5029947.10,-245710.00,56.00,4,F,F4321.01,CONSTRUCCIÓN.,"INSTALACIÓN DE ACCESORIOS ELÉCTRICOS, LÍNEAS DE TELECOMUNICACIONES, REDES INFORMÁTICAS Y LÍNEAS DE TELEVISIÓN POR CABLE, INCLUIDAS LÍNEAS DE FIBRA ÓPTICA, ANTENAS PARABÓLICAS. INCLUYE CONEXIÓN DE APARATOS ELÉCTRICOS, EQUIPO DOMÉSTICO Y SISTEMAS DE CALEFACCIÓN RADIANTE."
0992401656001,PROPALCOL S.A.,ANÓNIMA,GUAYAS,118971,2684,14486422.61,14486422.61,6174324.21,2397087.93,356509.95,137.00,4,A,A0122.02,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE MANGOS.
1792623952001,LABSOPHIA DE ECUADOR CIA.LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,704750,2685,13463309.37,13509271.38,7488102.47,1483879.70,592150.59,35.00,4,G,G4649.22,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS."
1791291522001,BAKELSECUADOR S.A.,ANÓNIMA,PICHINCHA,48974,2686,12814019.28,12814019.28,8191888.18,1193614.37,256340.23,71.00,4,C,C1071.01,INDUSTRIAS MANUFACTURERAS.,"ELABORACIÓN DE PAN Y OTROS PRODUCTOS DE PANADERÍA SECOS: PAN DE TODO TIPO, PANECILLOS, BIZCOCHOS, TOSTADAS, GALLETAS, ETCÉTERA, INCLUSO ENVASADOS."
1790574393001,GRAFANDINA SA,ANÓNIMA,PICHINCHA,8235,2688,15912948.14,16037930.03,4973089.31,2145119.25,840806.68,14.00,4,C,C1709.12,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE ARTÍCULOS DE USO DOMÉSTICOS VASOS, PLATOS Y BANDEJAS, BANDEJAS PARA GUARDAR HUEVOS Y OTROS PRODUCTOS PARA ENVASADO, DE PAPEL O CARTÓN MOLDEADO."
1791881842001,PERUZZI S.A.,ANÓNIMA,PICHINCHA,94752,2689,6227277.06,6391494.54,13043244.67,3761979.12,38880.32,255.00,4,K,K6630.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE PERSONAS, EMPRESAS Y OTRAS ENTIDADES QUE GESTIONAN CARTERAS Y FONDOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO. SE INCLUYEN LAS SIGUIENTES ACTIVIDADES: GESTIÓN DE FONDOS DE PENSIONES, GESTIÓN DE FONDOS MUTUOS DE INVERSIÓN Y GESTIÓN DE OTROS FONDOS DE INVERSIÓN."
1792192331001,ACR PROYECTOS S.A.,ANÓNIMA,PICHINCHA,162364,2690,8660724.63,8814720.36,10883466.97,3591819.47,153024.24,93.00,4,F,F4322.01,CONSTRUCCIÓN.,"INSTALACIÓN EN EDIFICIOS Y OTROS PROYECTOS DE CONSTRUCCIÓN DE: SISTEMAS DE CALEFACCIÓN (ELÉCTRICOS, DE GAS Y DE GASÓLEO), CALDERAS, TORRES DE REFRIGERACIÓN, COLECTORES DE ENERGÍA SOLAR NO ELÉCTRICOS, EQUIPO DE FONTANERÍA Y SANITARIO, EQUIPO Y CONDUCTOS DE VENTILACIÓN, REFRIGERACIÓN O AIRE ACONDICIONADO, CONDUCCIONES DE GAS, TUBERÍAS DE VAPOR, SISTEMAS DE ASPERSORES CONTRA INCENDIOS, SISTEMAS DE RIEGO POR ASPERSIÓN PARA EL CÉSPED."
0991290818001,ABATANGELO S.A.,ANÓNIMA,GUAYAS,70065,2691,18033735.95,18033735.95,4013579.34,-178978.45,50682.94,2.00,4,G,G4661.03,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO."
1790881814001,FABRICA DE ALIMENTOS S.A. FALIMENSA,ANÓNIMA,PICHINCHA,46185,2693,13543522.22,13562882.28,6753582.29,2882950.46,80714.00,60.00,4,C,C1061.11,INDUSTRIAS MANUFACTURERAS.,"MOLIENDA DE CEREALES, PRODUCCIÓN DE HARINA, SEMOLINA, SÉMOLA Y GRÁNULOS DE: TRIGO, CENTENO, AVENA, MAÍZ Y OTROS CEREALES."
0992420081001,SUFALYNG S.A.,ANÓNIMA,GUAYAS,120360,2695,7791709.42,7840237.86,12282316.46,2107214.16,266091.32,91.00,4,A,A0321.02,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN)."
1792987334001,VENTAS PLUS DISTRIBUCIONES DISTRIVPLUS C.A.,ANÓNIMA,PICHINCHA,314004,2696,17160496.13,17160496.13,4541778.55,359204.81,34811.60,50.00,4,G,G4610.07,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO."
0993377246001,ZAMOFRUIT COMPANY S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,341291,2697,20876492.02,20876492.02,1235960.24,223889.38,146811.17,3.00,4,G,G4630.11,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE BANANO Y PLÁTANO.
