ruc,nombre,tipo,provincia,expediente,posicion_general,ingresos_ventas,ingresos_totales,activos,patrimonio,utilidad_neta,n_empleados,cod_segmento,ciiu_n1,ciiu_n6,ciiu_n1_desc,ciiu_n6_desc
1793202973001,SANDOZ ECUADOR S.A.,ANÓNIMA,PICHINCHA,747656,1416,23199481.00,23199481.00,18440629.00,2404165.00,114789.00,99.00,4,C,C2100.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE SUSTANCIAS MEDICINALES ACTIVAS QUE SE UTILIZAN POR SUS PROPIEDADES FARMACOLÓGICAS EN LA FABRICACIÓN DE MEDICAMENTOS: ANTIBIÓTICOS, VITAMINAS BÁSICAS, ÁCIDO SALICÍLICO Y ACETILSALICÍLICO, ETCÉTERA, TRATAMIENTO DE LA SANGRE, FABRICACIÓN DE MEDICAMENTOS: ANTISUEROS Y OTRAS FRACCIONES DE SANGRE, AZÚCARES QUÍMICAMENTE PUROS, PRODUCTOS Y EXTRACTOS ENDOCRINOS,  VACUNAS. INCLUIDOS PREPARADOS HOMEOPÁTICOS, FABRICACIÓN Y PROCESAMIENTO DE GLÁNDULAS Y EXTRACTOS GLANDULARES, FABRICACIÓN DE PRODUCTOS QUÍMICOS ANTICONCEPTIVOS DE USO EXTERNO Y DE MEDICAMENTOS ANTICONCEPTIVOS HORMONALES, FABRICACIÓN DE PREPARADOS PARA EL DIAGNÓSTICO MÉDICO, INCLUIDAS PRUEBAS DE EMBARAZO, ETCÉTERA."
0992823461001,RNT RENTING S.A.,ANÓNIMA,GUAYAS,171607,1417,11536973.34,13785368.98,27719309.69,5351038.99,1005587.87,33.00,4,N,N7710.00,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,"ACTIVIDADES DE ALQUILER CON FINES OPERATIVOS DE AUTOMÓVILES DE PASAJEROS, CAMIONES, CAMIONETAS, REMOLQUES Y VEHÍCULOS DE RECREO. (SIN CONDUCTOR)."
0190381633001,NOVACREDIT S. A.,ANÓNIMA,AZUAY,146016,1418,7915061.59,8451059.02,30203182.15,7103293.88,1808895.90,89.00,4,M,M7490.29,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.",OTROS TIPOS DE CONSULTORÍA TÉCNICA.
0992961031001,MARS LA CHOLA (MLCH) C.L.,RESPONSABILIDAD LIMITADA,GUAYAS,706714,1419,8232423.00,8232423.00,23866181.00,21215167.00,0.00,197.00,4,A,A0127.02,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE CACAO.
0993050644001,DURANCOCOA S.A.,ANÓNIMA,GUAYAS,714184,1420,35325359.18,35346611.63,8037950.49,872402.74,311251.65,46.00,4,C,C1073.12,INDUSTRIAS MANUFACTURERAS.,ELABORACIÓN DE CHOCOLATE Y PRODUCTOS DE CHOCOLATE.
1792430402001,MAFER-REAL ESTATE DEL ECUADOR S.A.,ANÓNIMA,PICHINCHA,168687,1421,2137260.87,2762765.87,30535995.37,18218555.33,413227.29,2.00,3,L,L6810.01,ACTIVIDADES INMOBILIARIAS.,"COMPRA - VENTA, ALQUILER Y EXPLOTACIÓN DE BIENES INMUEBLES PROPIOS O ARRENDADOS, COMO: EDIFICIOS DE APARTAMENTOS Y VIVIENDAS; EDIFICIOS NO RESIDENCIALES, INCLUSO SALAS DE EXPOSICIONES; INSTALACIONES PARA ALMACENAJE, CENTROS COMERCIALES Y TERRENOS; INCLUYE EL ALQUILER DE CASAS Y APARTAMENTOS AMUEBLADOS O SIN AMUEBLAR POR PERÍODOS LARGOS, EN GENERAL POR MESES O POR AÑOS."
0990095345001,ACADEMIA NAVAL ALMIRANTE ILLINGWORTH SA ANAI,ANÓNIMA,GUAYAS,3833,1422,15297120.20,15403368.05,21724107.73,10900668.10,1330184.77,552.00,4,P,P8549.11,ENSEÑANZA.,"ACTIVIDADES DE ENSEÑANZA QUE NO PUEDE ASIGNARSE A UN NIVEL DETERMINADO, INCLUYE LOS PROCESOS DE FORMACIÓN DOCENTE DE CAPACITACIÓN Y PERFECCIONAMIENTO."
1792697042001,HIDROTERHOLDING S.A.,ANÓNIMA,PICHINCHA,709045,1425,5183005.64,5183005.64,26226687.01,21431967.48,4733785.43,2.00,4,K,K6420.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES."
0992144769001,MEGABANANA S.A.,ANÓNIMA,GUAYAS,102441,1426,14316168.42,14597427.54,20500061.10,15504455.22,137136.25,616.00,4,A,A0122.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE BANANOS Y PLÁTANOS.
0190358666001,SIDNEY EXPORT S. A.,ANÓNIMA,GUAYAS,202156,1427,10715944.79,10715944.79,30244764.90,317688.82,-169765.59,430.00,4,A,A0122.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE BANANOS Y PLÁTANOS.
0993228761001,RENALPRO C.A.,ANÓNIMA,GUAYAS,725920,1429,11741908.36,11827912.42,25079342.85,9867942.06,918023.23,2.00,4,Q,Q8610.04,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.,"ACTIVIDADES A CORTO Y A LARGO PLAZO DE CLÍNICAS ESPECIALIZADAS, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (CLÍNICAS PARA ENFERMOS MENTALES, DE REHABILITACIÓN, PARA ENFERMEDADES INFECCIOSAS, DE MATERNIDAD, ETCÉTERA)."
1792141486001,PROMOTORA ECUATORIANA DE CAFE DE COLOMBIA S.A. PROCAFECOL ECUADOR,ANÓNIMA,PICHINCHA,159566,1430,26869521.88,26883661.09,14410855.00,2677617.09,1282433.74,678.00,4,I,I5630.02,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,"ACTIVIDADES DE PREPARACIÓN Y SERVICIO DE BEBIDAS PARA SU CONSUMO INMEDIATO EN: CAFÉS, TIENDAS DE JUGOS DE FRUTA, VENDEDORES AMBULANTES DE BEBIDAS, ETCÉTERA."
1792256267001,SUSHICORP S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,PICHINCHA,60655,1431,32388200.08,32388200.08,9757700.99,1883361.88,477654.72,970.00,4,I,I5610.01,ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.,"RESTAURANTES, CEVICHERÍAS, PICANTERÍAS, CAFETERÍAS, ETCÉTERA, INCLUIDO COMIDA PARA LLEVAR."
1791807529001,PAYLESS SHOESOURCE ECUADOR CIA. LTDA.,RESPONSABILIDAD LIMITADA,PICHINCHA,91850,1433,24074691.89,24298093.27,16166042.71,4305697.71,-521261.66,262.00,4,G,G4641.31,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE CALZADO.
0990034958001,PINTURAS ECUATORIANAS S.A. PINTUCO,ANÓNIMA,GUAYAS,3118,1434,22809412.84,23105015.92,15023279.96,9629292.34,526545.12,145.00,4,C,C2022.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE PINTURAS, BARNICES, ESMALTES O LACAS PIGMENTOS Y TINTES, OPACIFICADORES Y COLORES PREPARADOS."
0992657677001,PARADAIS S.A.,ANÓNIMA,GUAYAS,12176,1435,29165458.35,29242206.92,12734169.02,1533795.69,671291.15,154.00,4,J,J5819.01,INFORMACIÓN Y COMUNICACIÓN.,"PUBLICACIÓN (INCLUIDA LA EDICIÓN ON-LINE) DE CATÁLOGOS DE FOTOGRAFÍAS, GRABADOS, TARJETAS POSTALES, TARJETAS DE FELICITACIÓN, FORMULARIOS, CARTELES, REPRODUCCIONES DE OBRAS DE ARTE, PUBLICIDAD Y OTRO MATERIAL IMPRESO."
1790380513001,SERVIFRENO C.A.,ANÓNIMA,PICHINCHA,13885,1436,22533598.00,22829225.00,16275368.20,7245825.24,740004.95,105.00,4,G,G4530.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA DE TODO TIPO DE PARTES, COMPONENTES, SUMINISTROS, HERRAMIENTAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES COMO: NEUMÁTICOS (LLANTAS), CÁMARAS DE AIRE PARA NEUMÁTICOS (TUBOS). INCLUYE BUJÍAS, BATERÍAS, EQUIPO DE ILUMINACIÓN PARTES Y PIEZAS ELÉCTRICAS."
1793187862001,LIBERTADOR OIL&GAS HOLDING S.A.,ANÓNIMA,PICHINCHA,738075,1437,10036498.40,10036498.40,25273788.91,12599748.66,9886606.40,2.00,4,K,K6420.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES."
0993374312001,INVERSIONES ESTRATEGICAS ECUATORIANAS ECUAINVERSIONES S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,745699,1439,2740394.04,2740394.04,26084924.97,25988090.76,2707419.64,2.00,3,K,K6420.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES."
0190496082001,NATURALFEED CIA.LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,734052,1440,29091101.55,29124493.38,12377731.41,2288943.24,839747.73,48.00,4,C,C1080.02,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES DE GRANJA (AVES, GANADO VACUNO, PORCINO, ETCÉTERA), ANIMALES ACUÁTICOS, INCLUIDOS ALIMENTOS CONCENTRADOS, SUPLEMENTOS ALIMENTICIOS, LA PREPARACIÓN DE ALIMENTOS SIN MEZCLAR (ELABORADOS A PARTIR DE UN ÚNICO PRODUCTO) Y LOS OBTENIDOS DEL TRATAMIENTO DE DESPERDICIOS DE MATADEROS."
0991250212001,LITOTEC S.A.,ANÓNIMA,GUAYAS,67617,1441,21868619.61,22107111.24,17403152.17,5717062.74,581965.16,197.00,4,C,C1811.04,INDUSTRIAS MANUFACTURERAS.,"ACTIVIDADES DE IMPRESIÓN DE PÓSTERS, GIGANTOGRAFÍAS, CATÁLOGOS DE PUBLICIDAD, PROSPECTOS Y OTROS IMPRESOS PUBLICITARIOS, CALENDARIOS, FORMULARIOS COMERCIALES, DIRECTORIOS Y OTROS MATERIALES IMPRESOS DE USO COMERCIAL, PAPEL DE CORRESPONDENCIA ÁLBUMES, AGENDAS PERSONALES, DIARIOS, TARJETAS DE INVITACIÓN, DE VISITA, DE PRESENTACIÓN Y OTROS MATERIALES IMPRESOS MEDIANTE IMPRESIÓN POR OFFSET, FOTOGRABACIÓN, IMPRESIÓN FLEXOGRÁFICA E IMPRESIÓN EN OTROS TIPOS DE PRENSA, MAQUINAS AUTOCOPISTAS, IMPRESORAS ESTAMPADORAS, ETCÉTERA, INCLUIDA LA IMPRESIÓN RÁPIDA."
1791859596001,PROPHAR S.A,ANÓNIMA,PICHINCHA,93894,1442,12061506.34,12177578.69,21671880.68,16429631.85,-45542.01,140.00,4,C,C2100.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE SUSTANCIAS MEDICINALES ACTIVAS QUE SE UTILIZAN POR SUS PROPIEDADES FARMACOLÓGICAS EN LA FABRICACIÓN DE MEDICAMENTOS: ANTIBIÓTICOS, VITAMINAS BÁSICAS, ÁCIDO SALICÍLICO Y ACETILSALICÍLICO, ETCÉTERA, TRATAMIENTO DE LA SANGRE, FABRICACIÓN DE MEDICAMENTOS: ANTISUEROS Y OTRAS FRACCIONES DE SANGRE, AZÚCARES QUÍMICAMENTE PUROS, PRODUCTOS Y EXTRACTOS ENDOCRINOS,  VACUNAS. INCLUIDOS PREPARADOS HOMEOPÁTICOS, FABRICACIÓN Y PROCESAMIENTO DE GLÁNDULAS Y EXTRACTOS GLANDULARES, FABRICACIÓN DE PRODUCTOS QUÍMICOS ANTICONCEPTIVOS DE USO EXTERNO Y DE MEDICAMENTOS ANTICONCEPTIVOS HORMONALES, FABRICACIÓN DE PREPARADOS PARA EL DIAGNÓSTICO MÉDICO, INCLUIDAS PRUEBAS DE EMBARAZO, ETCÉTERA."
0992531983001,PLAZA VENDOME S.A.,ANÓNIMA,GUAYAS,128546,1443,12330411.17,12427814.03,23957525.22,10526045.31,401451.13,43.00,4,G,G4690.00,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MAYOR DE DIVERSOS PRODUCTOS SIN ESPECIALIZACIÓN.
0993370104001,VEGFARM S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,332119,1444,29326701.13,30402318.22,12758019.32,608630.40,518127.57,420.00,4,G,G4772.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.
0190485234001,IMPRO CIA.LTDA.,RESPONSABILIDAD LIMITADA,AZUAY,726920,1445,2892023.62,2892023.62,25804536.59,25804306.59,2871148.97,4.00,3,K,K6420.00,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES."
1791949722001,ENERGYGAS S.A.,ANÓNIMA,PICHINCHA,152226,1446,41454839.62,41454839.62,1900650.02,153429.95,16405.21,6.00,4,G,G4661.03,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE COMBUSTIBLES LÍQUIDOS NAFTA, GASOLINA, BIOCOMBUSTIBLE INCLUYE GRASAS, LUBRICANTES Y ACEITES, GASES LICUADOS DE PETRÓLEO, BUTANO Y PROPANO."
0992399368001,COMPAÑIA DE SEGURIDAD INTEGRAL INSEVIG CIA. LTDA.,RESPONSABILIDAD LIMITADA,GUAYAS,118859,1447,32197272.34,32197272.34,8601239.31,4056431.89,764632.03,2231.00,4,N,N8010.03,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.,SERVICIOS DE GUARDIAS DE SEGURIDAD.
1792742366001,QATAR AIRWAYS GROUP Q.C.S.C.,SUCURSAL  EXTRANJERA,PICHINCHA,711557,1448,38384591.09,38384591.09,4665991.36,16000.00,19071499.91,2.00,4,H,H5110.01,TRANSPORTE Y ALMACENAMIENTO.,TRANSPORTE AÉREO DE PASAJEROS CON ITINERARIOS Y HORARIOS ESTABLECIDOS.
0990683980001,EMPACADORA CHAMPMAR SA,ANÓNIMA,GUAYAS,41295,1450,4707447.85,4707447.85,29787511.57,12333833.21,4337541.76,3.00,3,C,C1020.01,INDUSTRIAS MANUFACTURERAS.,"PREPARACIÓN Y CONSERVACIÓN DE CAMARÓN Y LANGOSTINOS MEDIANTE EL CONGELADO, ULTRACONGELADO SECADO, AHUMADO, SALADO, SUMERGIDO EN SALMUERA Y ENLATADO, ETCÉTERA."
0993081329001,COMERCIALIZADORA DE CEREALES GOLDENGRAIN S.A.,ANÓNIMA,GUAYAS,716395,1451,24885200.45,26195591.52,14224108.52,6016342.44,297999.38,4.00,4,A,A0111.31,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE GRANOS Y SEMILLAS DE SOYA.
0190340805001,INCUPASAJE CIA. LTDA.,RESPONSABILIDAD LIMITADA,GUAYAS,33923,1452,22469234.33,22656552.55,17120758.80,4351621.34,1880.23,367.00,4,A,A0146.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.","EXPLOTACIÓN DE CRIADEROS DE POLLOS Y REPRODUCCIÓN DE AVES DE CORRAL, POLLOS Y GALLINAS (AVES DE LA ESPECIE GALLUS DOMESTICUS)."
1790037126001,SOCIEDAD INDUSTRIAL RELI S.A.,ANÓNIMA,PICHINCHA,10335,1453,24070303.71,24140483.75,16005283.40,3545887.82,2143149.37,484.00,4,C,C1071.01,INDUSTRIAS MANUFACTURERAS.,"ELABORACIÓN DE PAN Y OTROS PRODUCTOS DE PANADERÍA SECOS: PAN DE TODO TIPO, PANECILLOS, BIZCOCHOS, TOSTADAS, GALLETAS, ETCÉTERA, INCLUSO ENVASADOS."
0992345233001,ARKITRUST S.A.,ANÓNIMA,GUAYAS,115081,1455,17012297.77,17031174.45,23434067.11,1092841.29,68766.76,154.00,4,F,F4100.20,CONSTRUCCIÓN.,"CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS NO RESIDENCIALES: EDIFICIOS DE PRODUCCIÓN INDUSTRIAL, EJ. FÁBRICAS, TALLERES, PLANTAS DE ENSAMBLAJE, HOSPITALES, ESCUELAS, EDIFICIOS DE OFICINAS, HOTELES, ALMACENES, CENTROS COMERCIALES, BODEGAS, RESTAURANTES, OBSERVATORIOS, IGLESIAS, MUSEOS, AEROPORTUARIOS, PORTUARIOS Y EDIFICIOS DE ESTACIONES DE BUSES, TROLEBUSES, TREN, INCLUSO ESTACIONAMIENTOS SUBTERRÁNEOS, DE INSTALACIONES DEPORTIVAS INTERIORES TECHADAS ETCÉTERA. INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES"
0991325026001,BANRED S.A.,ANÓNIMA,GUAYAS,73803,1456,17783731.10,17924975.06,18455361.29,11023296.05,3362282.54,198.00,4,K,K6619.01,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P., COMO: ACTIVIDADES DE TRAMITACIÓN Y LIQUIDACIÓN DE TRANSACCIONES FINANCIERAS, INCLUIDAS LAS TRANSACCIONES CON TARJETAS DE CRÉDITO."
0992667273001,RAPIDIAGNOSTICS S.A.,ANÓNIMA,GUAYAS,60130,1457,11004324.70,11058466.70,25958236.96,7748310.84,386019.35,83.00,4,G,G4649.24,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA AL POR MAYOR DE INSTRUMENTOS, MATERIALES MÉDICOS Y QUIRÚRGICOS, DENTALES Y ARTÍCULOS ORTOPÉDICOS."
0992755474001,HOLDING ECUAKOZABU S.A.,ANÓNIMA,GUAYAS,145989,1458,4879426.83,4879426.83,25613032.05,21331835.28,4355188.78,2.00,3,K,K6499.02,ACTIVIDADES FINANCIERAS Y DE SEGUROS.,"ACTIVIDADES DE INVERSIÓN POR CUENTA PROPIA, COMO LAS DE COMPAÑÍAS DE CAPITAL RIESGO, CLUBES DE INVERSIÓN, ETCÉTERA."
1791324404001,COCA-COLA DE ECUADOR S.A.,ANÓNIMA,PICHINCHA,49850,1459,23427144.82,23427600.92,15449611.80,5820239.51,2738696.29,27.00,4,M,M7010.00,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.","SUPERVISIÓN Y GESTIÓN DE OTRAS UNIDADES DE LA MISMA COMPAÑÍA O EMPRESA, ASUMIENDO LA PLANIFICACIÓN ESTRATÉGICA, ORGANIZATIVA Y LA FUNCIÓN DE TOMA DE DECISIONES DE LA COMPAÑÍA O EMPRESA; EJERCIENDO EL CONTROL OPERATIVO Y LA GESTIÓN DE LAS OPERACIONES CORRIENTES DE LAS OTRAS UNIDADES: OFICINAS PRINCIPALES, OFICINAS ADMINISTRATIVAS CENTRALIZADAS, SEDES, OFICINAS DE DISTRITO, REGIONALES Y OFICINAS SUBSIDIARIAS DE GESTIÓN."
1191738558001,COMERCIALIZADORA IOKARS S. A.,ANÓNIMA,GUAYAS,64405,1460,31866143.59,32173641.68,9669077.65,1472429.60,76165.71,81.00,4,G,G4510.01,COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.,"VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS."
0590060992001,AGROGANA S.A.,ANÓNIMA,PICHINCHA,88453,1461,25894923.91,25894923.91,14309486.30,3215054.88,810228.57,845.00,4,C,C2021.01,INDUSTRIAS MANUFACTURERAS.,"FABRICACIÓN DE INSECTICIDAS, RATICIDAS, FUNGICIDAS, HERBICIDAS, ANTIGERMINANTES, REGULADORES DEL CRECIMIENTO DE LAS PLANTAS."
0993379186001,CLEARPET ECUADOR S.A.S.,SOCIEDAD POR ACCIONES SIMPLIFICADA,GUAYAS,343570,1462,21624692.21,21624692.21,23035782.60,-8162026.97,-3724968.72,134.00,4,E,E3830.01,"DISTRIBUCIÓN DE AGUA ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.","ACTIVIDADES DE PROCESAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS Y NO METÁLICOS Y DE OTROS ARTÍCULOS PARA CONVERTIRLOS EN MATERIAS PRIMAS SECUNDARIAS, NORMALMENTE MEDIANTE UN PROCESO DE TRANSFORMACIÓN MECÁNICO O QUÍMICO; RECUPERACIÓN DE MATERIALES DE CORRIENTES DE DESECHOS: SEPARACIÓN Y CLASIFICACIÓN DE MATERIALES RECUPERABLES DE CORRIENTES DE DESECHOS NO PELIGROSOS (BASURA); SEPARACIÓN Y CLASIFICACIÓN EN CATEGORÍAS DISTINTAS DE MATERIALES RECUPERABLES MEZCLADOS COMO: PAPEL, PLÁSTICOS, LATAS DE BEBIDAS USADAS, Y METALES. ENTRE LOS PROCESOS DE TRANSFORMACIÓN MECÁNICA O QUÍMICA QUE SE REALIZAN SE CUENTAN LOS SIGUIENTES: APLASTAMIENTO MECÁNICO DE DESPERDICIOS METÁLICOS, COMO: AUTOMÓVILES USADOS, LAVADORAS USADAS, BICICLETAS USADAS, ETCÉTERA, PARA SU POSTERIOR CLASIFICACIÓN Y SEPARACIÓN; DESGUACE DE AUTOMÓVILES, BUQUES, COMPUTADORAS, APARATOS DE TELEVISIÓN Y OTROS EQUIPOS PARA LA RECUPERACIÓN DE MATERIALES; REDUCCIÓN MECÁNICA DE GRANDES VOLÚMENES DE METAL, COMO VAGONES DE FERROCARRIL; TRITURACIÓN DE DESECHOS DE METAL, VEHÍCULOS DESECHADOS, ETCÉTERA; OTROS MÉTODOS DE TRATAMIENTO MECÁNICO, COMO EL CORTE Y EL PRENSADO PARA REDUCIR EL VOLUMEN."
1792142350001,DYNADRILL ECUADOR C.A.,ANÓNIMA,PICHINCHA,160318,1464,16193049.51,16256045.72,19836288.09,10738464.79,1722098.69,98.00,4,B,B0910.01,EXPLOTACIÓN DE MINAS Y CANTERAS.,"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO."
0990951276001,AGRIMONT SA,ANÓNIMA,GUAYAS,43850,1465,5145596.41,5537928.33,34285913.99,328312.25,-90656.82,173.00,4,A,A0122.01,"AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.",CULTIVO DE BANANOS Y PLÁTANOS.
1791768825001,CONDUTO ECUADOR S.A.,ANÓNIMA,PICHINCHA,90688,1466,17594387.62,18409182.20,20500788.95,6110280.06,-340948.03,875.00,4,F,F4220.11,CONSTRUCCIÓN.,"CONSTRUCCIÓN DE OBRAS DE INGENIERÍA CIVIL RELACIONADAS CON: TUBERÍAS URBANAS, CONSTRUCCIÓN DE CONDUCTOS PRINCIPALES Y ACOMETIDAS DE REDES DE DISTRIBUCIÓN DE AGUA SISTEMAS DE RIEGO (CANALES), ESTACIONES DE BOMBEO, DEPÓSITOS."
